namespace,rl_iteration,bucket,opponent_kind,opponent_identity,learner_control,learner_color,games
canonical,32,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,32
canonical,32,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,35
canonical,32,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,42
canonical,32,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,37
canonical,32,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,41
canonical,32,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,45
canonical,32,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,45
canonical,32,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,31
canonical,32,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,32,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,32,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,32,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,32,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,53
canonical,32,rule,rule_policy,tactical_rule_based@1.0.0,red,red,54
canonical,32,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,32,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,32,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,35
canonical,32,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,32,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,32,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,33,current,current_policy,phase9_behavior_v1|ns=canonical|B033,both,,1024
canonical,33,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,31
canonical,33,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,24
canonical,33,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,34
canonical,33,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,46
canonical,33,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,41
canonical,33,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,46
canonical,33,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,34
canonical,33,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,41
canonical,33,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,36
canonical,33,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,31
canonical,33,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,38
canonical,33,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,42
canonical,33,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,42
canonical,33,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,26
canonical,33,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,33,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,33,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,33,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,33,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,54
canonical,33,rule,rule_policy,tactical_rule_based@1.0.0,red,red,53
canonical,33,stress,stress_policy,stress_berserker@1.0.0,blue,blue,35
canonical,33,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,33,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,33,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,33,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,33,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,34,current,current_policy,phase9_behavior_v1|ns=canonical|B034,both,,1024
canonical,34,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,42
canonical,34,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,27
canonical,34,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,35
canonical,34,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,32
canonical,34,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,36
canonical,34,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,37
canonical,34,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,35
canonical,34,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,39
canonical,34,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,39
canonical,34,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,37
canonical,34,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,34
canonical,34,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,50
canonical,34,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,35
canonical,34,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,34
canonical,34,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,34,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,34,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,34,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,34,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,53
canonical,34,rule,rule_policy,tactical_rule_based@1.0.0,red,red,54
canonical,34,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,34,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,34,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,34,stress,stress_policy,stress_information_miser@1.0.0,red,red,35
canonical,34,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,34,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,35,current,current_policy,phase9_behavior_v1|ns=canonical|B035,both,,1024
canonical,35,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,40
canonical,35,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,43
canonical,35,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,24
canonical,35,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,37
canonical,35,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,46
canonical,35,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,38
canonical,35,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,38
canonical,35,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,28
canonical,35,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,41
canonical,35,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,39
canonical,35,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,37
canonical,35,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,38
canonical,35,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,30
canonical,35,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,33
canonical,35,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,35,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,35,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,35,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,35,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,54
canonical,35,rule,rule_policy,tactical_rule_based@1.0.0,red,red,53
canonical,35,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,35,stress,stress_policy,stress_chaos@1.0.0,blue,blue,35
canonical,35,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,35,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,35,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,35,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,36,current,current_policy,phase9_behavior_v1|ns=canonical|B036,both,,1024
canonical,36,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,28
canonical,36,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,30
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,28
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,38
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,42
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,29
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,35
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,21
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,29
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,34
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,32
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,40
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,32
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,32
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,30
canonical,36,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,32
canonical,36,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,36,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,36,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,36,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,36,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,53
canonical,36,rule,rule_policy,tactical_rule_based@1.0.0,red,red,54
canonical,36,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,36,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,36,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,36,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,36,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,36,stress,stress_policy,stress_scout_rush@1.0.0,red,red,35
canonical,37,current,current_policy,phase9_behavior_v1|ns=canonical|B037,both,,1024
canonical,37,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,29
canonical,37,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,37
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,29
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,31
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,42
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,32
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,30
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,36
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,25
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,24
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,31
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,40
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,30
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,28
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,40
canonical,37,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,28
canonical,37,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,37,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,37,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,37,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,37,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,54
canonical,37,rule,rule_policy,tactical_rule_based@1.0.0,red,red,53
canonical,37,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,37,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,37,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,37,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,37,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,35
canonical,37,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,38,current,current_policy,phase9_behavior_v1|ns=canonical|B038,both,,1024
canonical,38,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,30
canonical,38,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,30
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,29
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,39
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,43
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,34
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,26
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,31
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,28
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,32
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,31
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,28
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,42
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,31
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,27
canonical,38,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,31
canonical,38,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,38,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,38,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,38,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,38,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,53
canonical,38,rule,rule_policy,tactical_rule_based@1.0.0,red,red,54
canonical,38,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,38,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,38,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,35
canonical,38,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,38,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,38,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,39,current,current_policy,phase9_behavior_v1|ns=canonical|B039,both,,1024
canonical,39,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,22
canonical,39,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,29
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,32
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,39
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,39
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,26
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,26
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,27
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,31
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,34
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,37
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,28
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,35
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,33
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,34
canonical,39,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,40
canonical,39,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,39,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,39,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,39,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,39,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,54
canonical,39,rule,rule_policy,tactical_rule_based@1.0.0,red,red,53
canonical,39,stress,stress_policy,stress_berserker@1.0.0,blue,blue,35
canonical,39,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,39,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,39,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,39,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,39,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,40,current,current_policy,phase9_behavior_v1|ns=canonical|B040,both,,1024
canonical,40,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,32
canonical,40,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,26
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,27
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,30
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,33
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,40
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,22
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,33
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,32
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,30
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,43
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,29
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,32
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,30
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,35
canonical,40,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,38
canonical,40,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,40,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,40,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,40,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,40,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,53
canonical,40,rule,rule_policy,tactical_rule_based@1.0.0,red,red,54
canonical,40,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,40,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,40,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,40,stress,stress_policy,stress_information_miser@1.0.0,red,red,35
canonical,40,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,40,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,41,current,current_policy,phase9_behavior_v1|ns=canonical|B041,both,,1024
canonical,41,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,32
canonical,41,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,32
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,24
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,23
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,26
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,35
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,33
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,22
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,25
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,28
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,37
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,29
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,26
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,28
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,36
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,25
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,17
canonical,41,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,34
canonical,41,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,41,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,41,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,41,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,41,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,54
canonical,41,rule,rule_policy,tactical_rule_based@1.0.0,red,red,53
canonical,41,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,41,stress,stress_policy,stress_chaos@1.0.0,blue,blue,35
canonical,41,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,41,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,41,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,41,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,42,current,current_policy,phase9_behavior_v1|ns=canonical|B042,both,,1024
canonical,42,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,29
canonical,42,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,33
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,28
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,30
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,29
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,29
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,29
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,28
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,33
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,32
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,22
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,19
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,31
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,25
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,27
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,29
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,28
canonical,42,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,31
canonical,42,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,42,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,42,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,42,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,42,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,53
canonical,42,rule,rule_policy,tactical_rule_based@1.0.0,red,red,54
canonical,42,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,42,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,42,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,42,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,42,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,42,stress,stress_policy,stress_scout_rush@1.0.0,red,red,35
canonical,43,current,current_policy,phase9_behavior_v1|ns=canonical|B043,both,,1024
canonical,43,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,27
canonical,43,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,33
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,29
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,31
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,30
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,33
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,21
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,26
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,44
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,35
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,29
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,26
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,18
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,23
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,31
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,33
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,27
canonical,43,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,16
canonical,43,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,43,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,43,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,43,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,43,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,54
canonical,43,rule,rule_policy,tactical_rule_based@1.0.0,red,red,53
canonical,43,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,43,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,43,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,43,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,43,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,35
canonical,43,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,44,current,current_policy,phase9_behavior_v1|ns=canonical|B044,both,,1024
canonical,44,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,19
canonical,44,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,29
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,24
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,33
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,30
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,31
